4/6/2022 1:06:27 PM
Time,Path,Invisibility,x_pos,y_pos,z_pos,target_x,target_y,target_z,target_visible
0.01019669,0,1,-2.981556,0.3004562,-3.194822,0.09186579,0.02073637,0.0527425,-3,0,3,True
0.01147461,0,1,-2.978165,0.2997044,-3.194451,0.0885065,0.02240596,0.05382553,-3,0,3,True
0.0110321,0,1,-2.974416,0.3000376,-3.19355,0.08624848,0.02197614,0.05591495,-3,0,3,True
0.01130676,0,1,-2.969646,0.3002003,-3.19253,0.08658861,0.02065167,0.05667927,-3,0,3,True
0.01124954,0,1,-2.962473,0.2989434,-3.189916,0.0852555,0.01821602,0.05241425,-3,0,3,True
0.01125717,0,1,-2.954035,0.2978683,-3.18395,0.08152897,0.01971644,0.04797989,-3,0,3,True
0.0112648,0,1,-2.944617,0.2935249,-3.169652,0.07820307,0.03065142,0.04685393,-3,0,3,True
0.0110054,0,1,-2.940069,0.2928665,-3.148718,0.06339457,0.04253079,0.05779089,-3,0,3,True
0.01115799,0,1,-2.940001,0.2902402,-3.124747,0.06350435,0.04466274,0.05186754,-3,0,3,True
0.01173019,0,1,-2.946224,0.2860601,-3.089065,0.06099883,0.03955074,0.05363249,-3,0,3,True
0.01101685,0,1,-2.960743,0.2804822,-3.046019,0.05980592,0.02695181,0.05329152,-3,0,3,True
0.01109695,0,1,-2.97946,0.2796967,-3.002392,0.06454369,0.007328463,0.05257486,-3,0,3,True
0.01109314,0,1,-3.000823,0.2835779,-2.957019,0.06802869,-0.007526566,0.04972642,-3,0,3,True
0.01104736,0,1,-3.020747,0.2866155,-2.917086,0.0580027,-0.009751286,0.05100923,-3,0,3,True
0.01076126,0,1,-3.036491,0.292389,-2.873906,0.05998158,-0.003543936,0.04582648,-3,0,3,True
0.01082611,0,1,-3.045137,0.2921997,-2.833034,0.05584801,0.003413773,0.05069909,-3,0,3,True
0.0110054,0,1,-3.047889,0.2919118,-2.783018,0.06034549,0.00393015,0.05212379,-3,0,3,True
0.01119232,0,1,-3.044758,0.2870733,-2.732148,0.05975174,0.007336906,0.05387662,-3,0,3,True
0.01142502,0,1,-3.033842,0.2783982,-2.673037,0.0489346,0.01772303,0.05463171,-3,0,3,True
0.01098633,0,1,-3.015397,0.2802336,-2.612342,0.04158292,0.03286898,0.05349781,-3,0,3,True
0.01146317,0,1,-2.99724,0.2867986,-2.557661,0.03150718,0.03757288,0.0627455,-3,0,3,True
0.01108551,0,1,-2.980892,0.2859522,-2.501169,0.02641447,0.03384536,0.061241,-3,0,3,True
0.01116562,0,1,-2.972842,0.2897766,-2.449198,0.01902526,0.03390208,0.06209249,-3,0,3,True
0.01133347,0,1,-2.971273,0.292182,-2.395729,0.02967841,0.03814666,0.05731229,-3,0,3,True
0.01104355,0,1,-2.974998,0.2902256,-2.344427,0.03412286,0.03956417,0.05807959,-3,0,3,True
0.1109314,0,1,-2.986018,0.2838634,-2.28489,0.04029122,0.03119211,0.05787762,-2.920608,0,2.992061,True
0.2116623,0,1,-3.004291,0.2794924,-2.229729,0.04457806,0.0179885,0.05422908,-2.840113,0,2.984011,True
0.3225632,0,1,-3.029956,0.2867212,-2.166372,0.05263693,-0.003574668,0.04724921,-2.752249,0,2.975225,True
0.422657,0,1,-3.04921,0.2935594,-2.110982,0.05215682,-0.01890225,0.04706231,-2.67262,0,2.967262,True
0.5336914,0,1,-3.061218,0.3014493,-2.050666,0.05810822,-0.02777727,0.04999461,-2.58396,0,2.958396,True
0.6445999,0,1,-3.063138,0.3021986,-1.989424,0.05485456,-0.04201784,0.05793314,-2.495746,0,2.949575,True
0.7558746,0,1,-3.056528,0.2972494,-1.921493,0.06230672,-0.05674722,0.06409701,-2.407393,0,2.940739,True
