Time, Path, Visible, Target
0.02160835,0,1,Rabbit
0.02095413,0,1,Rabbit
0.02137756,0,1,Rabbit
0.02137756,0,1,NorthBlock
0.02222919,0,1,NorthBlock
0.01735306,0,1,Rabbit
0.02009964,0,1,Rabbit
0.02009964,0,1,NorthBlock
0.02179813,0,1,Rabbit
0.0249424,0,1,Rabbit
0.01464558,0,1,Rabbit
0.01426792,0,1,Rabbit
0.02298069,0,1,Rabbit
0.01942539,0,1,Rabbit
0.01942539,0,1,NorthBlock
0.2530279,0,1,Rabbit
0.2530279,0,1,NorthBlock
0.4403667,0,1,NorthBlock
0.4669724,0,1,Rabbit
0.6866474,0,1,NorthBlock
0.7114172,0,1,Rabbit
1.209325,0,1,Rabbit
1.397268,0,1,NorthBlock
1.487557,0,1,Rabbit
1.796132,0,1,Rabbit
1.796132,0,1,NorthBlock
2.573934,0,1,NorthBlock
2.573934,0,1,Rabbit
3.008517,0,1,Rabbit
3.008517,0,1,NorthBlock
3.252782,0,1,Rabbit
3.252782,0,1,NorthBlock
5.652125,0,1,Rabbit
5.666144,0,1,NorthBlock
5.838771,0,1,NorthBlock
5.838771,0,1,Rabbit
0.01992607,0,2,NorthBlock
0.01259804,0,2,NorthBlock
0.01358986,0,2,NorthBlock
0.01273727,0,2,NorthBlock
0.02067947,0,2,NorthBlock
0.01262474,0,2,Rabbit
0.02241707,0,2,Rabbit
0.02430344,0,2,Rabbit
0.02396584,0,2,NorthBlock
0.02323151,0,2,NorthBlock
0.02345276,0,2,NorthBlock
0.02091599,0,2,Rabbit
0.009944916,0,2,Rabbit
0.01817322,0,2,NorthBlock
0.02134705,0,2,NorthBlock
0.01948929,0,2,NorthBlock
0.01333618,0,2,Rabbit
0.02307892,0,2,Rabbit
0.01325989,0,2,Rabbit
0.5645409,0,2,NorthBlock
0.7324944,0,2,NorthBlock
0.7324944,0,2,Rabbit
0.933075,0,2,Rabbit
1.318432,0,2,Rabbit
1.318432,0,2,NorthBlock
2.665169,0,2,Rabbit
2.930019,0,2,Rabbit
2.952248,0,2,NorthBlock
3.107685,0,2,NorthBlock
3.617771,0,2,NorthBlock
3.761658,0,2,NorthBlock
6.038265,0,2,NorthBlock
6.038265,0,2,Rabbit
7.55278,0,3,Rabbit
0.01826859,0,3,NorthBlock
0.02302933,0,3,NorthBlock
0.01242447,0,3,NorthBlock
0.01218796,0,3,SouthBlock
0.02116394,0,3,SouthBlock
0.02244186,0,3,SouthBlock
0.01330948,0,3,SouthBlock
0.02043152,0,3,SouthBlock
0.01848602,0,3,Rabbit
0.01810074,0,3,NorthBlock
0.01396561,0,3,Rabbit
0.01396561,0,3,NorthBlock
0.02143478,0,3,NorthBlock
0.02308655,0,3,Rabbit
0.01927567,0,3,Rabbit
0.02199173,0,3,Rabbit
0.01409912,0,3,Rabbit
0.01269913,0,3,Rabbit
0.02168274,0,3,NorthBlock
0.02030945,0,3,Rabbit
0.01173019,0,3,Rabbit
0.02050018,0,3,Rabbit
0.1663742,0,3,NorthBlock
0.3565788,0,3,Rabbit
0.3719864,0,3,NorthBlock
0.5671959,0,3,Rabbit
0.5824471,0,3,NorthBlock
0.7790108,0,3,Rabbit
0.8033295,0,3,NorthBlock
1.291561,0,3,NorthBlock
1.457329,0,3,NorthBlock
1.637089,0,3,NorthBlock
1.691429,0,3,Rabbit
1.913593,0,3,Rabbit
1.913593,0,3,NorthBlock
2.136143,0,3,NorthBlock
2.136143,0,3,Rabbit
2.436657,0,3,Rabbit
2.915085,0,3,Rabbit
2.936737,0,3,NorthBlock
3.879246,0,3,NorthBlock
4.222778,0,3,SouthBlock
4.743187,0,3,SouthBlock
4.968864,0,3,NorthBlock
7.375889,0,3,NorthBlock
7.631611,0,3,SouthBlock
8.442837,0,3,SouthBlock
8.641476,0,3,NorthBlock
0.01396179,2,1,NorthBlock
0.01396179,2,1,Rabbit
0.02181244,2,1,SouthBlock
0.02101898,2,1,SouthBlock
0.01931,2,1,SouthBlock
0.02178192,2,1,SouthBlock
0.02310944,2,1,SouthBlock
0.0213089,2,1,SouthBlock
0.01250458,2,1,SouthBlock
0.01702881,2,1,Rabbit
0.02127838,2,1,Rabbit
0.01113129,2,1,NorthBlock
0.02436829,2,1,NorthBlock
0.01365662,2,1,Rabbit
0.01961517,2,1,NorthBlock
0.01943207,2,1,NorthBlock
0.02445221,2,1,Rabbit
