4/8/2022 6:40:46 PM
6.846272,0,2,1
6.737095,0,3,1
6.253899,2,1,1
2.220238,1,1,1
5.303261,2,2,1
3.901169,1,1,0
5.152893,1,3,1
5.271729,2,3,1
3.915771,2,2,0
1.492569,2,3,1
3.899689,1,2,0
5.273865,1,2,1
5.107697,1,3,1
5.158386,2,1,1
