4/19/2022 5:17:50 PM
Time,Path,Invisibility,x_pos,y_pos,z_pos,target_x,target_y,target_z,target_visible
0.01989746,0,1,-2.977358,2.108283,-0.517635,-4.039,0,3.6,True
0.1294022,0,1,-2.976183,2.108709,-0.5168449,-3.950935,0,3.591193,True
0.2413673,0,1,-2.975025,2.108717,-0.5157491,-3.863414,0,3.582441,True
0.3448982,0,1,-2.973657,2.108256,-0.5147821,-3.776406,0,3.57374,True
0.4520454,0,1,-2.972083,2.108292,-0.5141622,-3.696516,0,3.565752,True
0.5652122,0,1,-2.970749,2.108592,-0.5137078,-3.605508,0,3.556651,True
0.6851768,0,1,-2.969512,2.108148,-0.5116745,-3.509727,0,3.547073,True
0.7977753,0,1,-2.969128,2.107379,-0.5084969,-3.421271,0,3.538227,True
0.8988152,0,1,-2.968758,2.106816,-0.5060312,-3.333176,0,3.529418,True
1.018238,0,1,-2.968393,2.105925,-0.5029966,-3.245618,0,3.520662,True
1.119148,0,1,-2.968035,2.105113,-0.500331,-3.165026,0,3.512603,True
1.219891,0,1,-2.966722,2.104833,-0.4968039,-3.085227,0,3.504623,True
1.321346,0,1,-2.964341,2.103846,-0.4921991,-2.997979,0,3.495898,True
1.421349,0,1,-2.959616,2.102476,-0.4859334,-2.918335,0,3.487933,True
1.530548,0,1,-2.953497,2.100771,-0.479251,-2.837859,0,3.479886,True
1.652065,0,1,-2.94698,2.099003,-0.4688011,-2.741416,0,3.470242,True
1.754494,0,1,-2.937371,2.095598,-0.4557372,-2.662206,0,3.462321,True
1.875168,0,1,-2.907837,2.080683,-0.4308034,-2.562918,0,3.452392,True
1.985912,0,1,-2.863629,2.076439,-0.3978945,-2.474206,0,3.443521,True
2.097019,0,1,-2.813373,2.063449,-0.36261,-2.387298,0,3.43483,True
2.199951,0,1,-2.743641,2.044878,-0.3238136,-2.307253,0,3.426825,True
2.318756,0,1,-2.650086,2.04757,-0.2720386,-2.210662,0,3.417166,True
2.440369,0,1,-2.550642,2.043637,-0.208749,-2.113736,0,3.407474,True
2.544792,0,1,-2.463974,2.025816,-0.1481272,-2.024032,0,3.398503,True
2.653988,0,1,-2.361648,2.012157,-0.06917824,-1.946234,0,3.390723,True
2.76606,0,1,-2.265683,2.006747,0.02002273,-1.856881,0,3.381788,True
2.875172,0,1,-2.166008,1.991568,0.1063541,-1.768619,0,3.372962,True
2.977207,0,1,-2.06931,1.991261,0.1802987,-1.687684,0,3.364868,True
3.08596,0,1,-1.954256,1.993555,0.2602881,-1.598402,0,3.35594,True
3.186222,0,1,-1.852483,1.98469,0.3197721,-1.518238,0,3.347924,True
3.296059,0,1,-1.730114,1.989878,0.385559,-1.435299,0,3.33963,True
3.399399,0,1,-1.61945,1.993014,0.4487776,-1.342163,0,3.330316,True
3.517937,0,1,-1.488188,1.977545,0.5172032,-1.255064,0,3.321606,True
3.618225,0,1,-1.37973,1.949223,0.5716904,-1.174913,0,3.313591,True
3.720177,0,1,-1.269037,1.948105,0.6345633,-1.09375,0,3.305475,True
3.831669,0,1,-1.147322,1.951697,0.7009276,-0.9986313,0,3.295963,True
3.951149,0,1,-1.013934,1.950719,0.7744602,-0.919479,0,3.288048,True
4.053215,0,1,-0.8998628,1.92418,0.8342193,-0.8289757,0,3.278997,True
4.162136,0,1,-0.7561221,1.894702,0.8982428,-0.7441419,0,3.270514,True
4.262478,0,1,-0.6102376,1.905638,0.9617904,-0.6643245,0,3.262532,True
4.363079,0,1,-0.4691734,1.896302,1.027166,-0.5836691,0,3.254467,True
4.465157,0,1,-0.3341751,1.885864,1.100996,-0.4950942,0,3.245609,True
4.585342,0,1,-0.1821818,1.875461,1.198886,-0.4053865,0,3.236639,True
4.686298,0,1,-0.06481051,1.852453,1.287651,-0.3262069,0,3.228721,True
4.796631,0,1,0.07024288,1.827174,1.39433,-0.2376684,0,3.219867,True
4.919201,0,1,0.218224,1.836347,1.521359,-0.1421487,0,3.210315,True
5.028637,0,1,0.3452189,1.835265,1.630247,-0.05208882,0,3.201309,True
5.129398,0,1,0.4557364,1.811884,1.727049,0.0266718,0,3.193433,True
5.239117,0,1,0.5636392,1.814269,1.846564,0.1142234,0,3.184678,True
5.352631,0,1,0.6533179,1.794306,1.957019,0.2100042,0,3.175099,True
5.465084,0,1,0.7312417,1.758,2.067979,0.3000793,0,3.166092,True
5.574833,0,1,0.7964408,1.74805,2.188175,0.3872361,0,3.157376,True
5.694172,0,1,0.8539121,1.753499,2.306758,0.4762635,0,3.148474,True
5.806648,0,1,0.8851829,1.763606,2.408729,0.5661108,0,3.139489,True
5.909626,0,1,0.9125218,1.747295,2.471309,0.6541574,0,3.130684,True
6.018238,0,1,0.9231968,1.744227,2.537742,0.7339687,0,3.122703,True
6.13015,0,1,0.922653,1.745655,2.589096,0.8298254,0,3.113117,True
6.239677,0,1,0.9341536,1.715258,2.615221,0.9098796,0,3.105112,True
6.352379,0,1,0.9436409,1.699096,2.641164,0.9992623,0,3.096174,True
6.464638,0,1,0.9516251,1.682749,2.667506,1.096398,0,3.08646,True
6.564743,0,1,0.9605689,1.670428,2.689346,1.17702,0,3.078398,True
6.683636,0,1,0.9723673,1.653549,2.718274,1.265658,0,3.069534,True
6.797764,0,1,0.9831743,1.629447,2.748843,1.360458,0,3.060054,True
6.907097,0,1,1.001084,1.596785,2.782229,1.444014,0,3.051698,True
7.007977,0,1,1.014103,1.564803,2.827425,1.530257,0,3.043074,True
7.117016,0,1,1.036243,1.536566,2.891656,1.609552,0,3.035145,True
7.218533,0,1,1.067507,1.54251,2.966308,1.696138,0,3.026486,True
7.328178,0,1,1.114046,1.58647,3.033737,1.778664,0,3.018234,True
7.435799,0,1,1.147076,1.640322,3.067763,1.864554,0,3.009645,True
7.537319,0,1,1.186896,1.674189,3.074964,1.944988,0,3.001601,True
7.640392,0,1,1.216653,1.687022,3.056155,2.032953,0,2.992805,True
7.749897,0,1,1.248308,1.696118,3.018398,2.117422,0,2.984358,True
7.855076,0,1,1.300594,1.697724,2.968164,2.203322,0,2.975768,True
7.961948,0,1,1.391391,1.688562,2.929015,2.290308,0,2.967069,True
8.075581,0,1,1.483864,1.680897,2.907848,2.376837,0,2.958416,True
8.182106,0,1,1.565376,1.676712,2.882709,2.465369,0,2.949563,True
8.284828,0,1,1.630022,1.677375,2.85268,2.545032,0,2.941597,True
8.385208,0,1,1.68473,1.681179,2.814039,2.625304,0,2.933569,True
8.502983,0,1,1.752736,1.683951,2.755747,2.713807,0,2.924719,True
8.607616,0,1,1.821823,1.68443,2.682317,2.803365,0,2.915763,True
8.718742,0,1,1.882508,1.698303,2.594212,2.890996,0,2.907,True
8.829021,0,1,1.949901,1.716372,2.510905,2.979565,0,2.898143,True
8.930183,0,1,2.025933,1.721062,2.452144,3.058942,0,2.890206,True
9.03952,0,1,2.129475,1.708837,2.404484,3.146767,0,2.881423,True
9.140396,0,1,2.225248,1.690237,2.375648,3.226815,0,2.873418,True
9.240963,0,1,2.327895,1.696745,2.354562,3.306116,0,2.865488,True
9.341236,0,1,2.42813,1.704456,2.33358,3.385642,0,2.857536,True
9.461197,0,1,2.542825,1.713077,2.305768,3.475869,0,2.848513,True
9.571468,0,1,2.643967,1.71806,2.282008,3.562099,0,2.83989,True
9.67329,0,1,2.72174,1.708792,2.256156,3.650571,0,2.831043,True
9.792774,0,1,2.798011,1.709423,2.22636,3.740297,0,2.82207,True
9.91666,0,1,2.842624,1.732079,2.201376,3.83565,0,2.812535,True
10.03855,0,1,2.873655,1.738459,2.183036,3.930911,0,2.803009,True
10.14941,0,1,2.88379,1.735655,2.168607,4.022872,0,2.793813,True
10.26151,0,1,2.890708,1.736392,2.161573,4.110752,0,2.785025,True
0.02033234,0,2,-3.019031,2.106953,-0.5808498,-4.039,0,3.6,True
0.121788,0,2,-3.018281,2.107302,-0.5839211,-3.957491,0,3.591849,True
0.2301941,0,2,-3.017335,2.106663,-0.5847579,-3.871792,0,3.583279,True
0.3424225,0,2,-3.016378,2.10649,-0.5829746,-3.782176,0,3.574317,True
0.4658966,0,2,-3.013825,2.106622,-0.5798808,-3.687117,0,3.564812,True
0.5754089,0,2,-3.011552,2.106817,-0.5758835,-3.598643,0,3.555964,True
0.6777573,0,2,-3.008694,2.106705,-0.5706016,-3.509573,0,3.547057,True
0.7880783,0,2,-3.003657,2.107093,-0.5640322,-3.429193,0,3.539019,True
0.9076385,0,2,-2.998125,2.10645,-0.5582505,-3.33317,0,3.529417,True
1.02124,0,2,-2.994243,2.104331,-0.5550328,-3.245879,0,3.520688,True
1.13118,0,2,-2.990933,2.103251,-0.552231,-3.156433,0,3.511743,True
1.231239,0,2,-2.987881,2.102359,-0.5484191,-3.076011,0,3.503701,True
1.352493,0,2,-2.978505,2.101707,-0.5383035,-2.980807,0,3.494181,True
1.463585,0,2,-2.956506,2.099258,-0.5230204,-2.891124,0,3.485212,True
1.575981,0,2,-2.918781,2.095121,-0.5035115,-2.803566,0,3.476457,True
1.68914,0,2,-2.860693,2.084746,-0.475104,-2.705089,0,3.466609,True
1.797028,0,2,-2.779185,2.067232,-0.44096,-2.624121,0,3.458512,True
1.897743,0,2,-2.684146,2.049263,-0.4097205,-2.537644,0,3.449864,True
1.999519,0,2,-2.572183,2.04517,-0.3734094,-2.457593,0,3.441859,True
2.106339,0,2,-2.459424,2.054809,-0.3273102,-2.377894,0,3.433889,True
