5/4/2022 9:48:04 AM
Time,Path,Invisibility,x_pos,y_pos,z_pos,target_x,target_y,target_z,target_visible
0.02006912,0,1,-3.042815,1.67786,-0.865575,-4.039,0,3.6,True
0.1299057,0,1,-3.043466,1.677489,-0.8643538,-3.952675,0,3.591367,True
0.2313805,0,1,-3.044275,1.677299,-0.8629459,-3.872557,0,3.583356,True
0.3411407,0,1,-3.044883,1.676755,-0.8611311,-3.78513,0,3.574613,True
0.4527931,0,1,-3.046533,1.676728,-0.8588361,-3.696504,0,3.56575,True
0.5540733,0,1,-3.048534,1.676513,-0.8554949,-3.61658,0,3.557758,True
0.6641846,0,1,-3.050897,1.676591,-0.8512498,-3.529192,0,3.549019,True
0.7770157,0,1,-3.052975,1.676029,-0.8466457,-3.430906,0,3.539191,True
0.8961182,0,1,-3.055273,1.67545,-0.8408691,-3.343057,0,3.530406,True
0.9972458,0,1,-3.056552,1.674712,-0.8351449,-3.26225,0,3.522325,True
1.10762,0,1,-3.058413,1.674127,-0.8272229,-3.17267,0,3.513367,True
1.210762,0,1,-3.059344,1.676053,-0.8167962,-3.085926,0,3.504693,True
1.330887,0,1,-3.054795,1.679615,-0.7937449,-2.997017,0,3.495802,True
1.432083,0,1,-3.038044,1.6712,-0.763965,-2.918517,0,3.487952,True
1.540577,0,1,-3.001152,1.663615,-0.7177442,-2.838408,0,3.479941,True
1.652847,0,1,-2.94474,1.650461,-0.6595591,-2.740505,0,3.47015,True
1.753044,0,1,-2.876114,1.634924,-0.5974053,-2.661098,0,3.46221,True
1.853867,0,1,-2.789184,1.632339,-0.5269414,-2.572632,0,3.453363,True
1.96452,0,1,-2.681872,1.658158,-0.4412948,-2.491667,0,3.445266,True
2.064789,0,1,-2.599406,1.661745,-0.3754702,-2.412566,0,3.437356,True
2.166595,0,1,-2.525498,1.662954,-0.3083013,-2.325437,0,3.428643,True
2.275486,0,1,-2.451262,1.664142,-0.2250871,-2.24432,0,3.420532,True
2.396187,0,1,-2.372069,1.656703,-0.1194977,-2.148854,0,3.410985,True
2.509087,0,1,-2.30492,1.641134,-0.01263191,-2.059873,0,3.402087,True
2.629925,0,1,-2.232093,1.657606,0.1113632,-1.963412,0,3.392441,True
2.740826,0,1,-2.159197,1.667941,0.1975126,-1.874828,0,3.383583,True
2.852585,0,1,-2.081998,1.674726,0.2814249,-1.783984,0,3.374498,True
2.975849,0,1,-1.990485,1.659204,0.3716607,-1.688729,0,3.364973,True
3.088352,0,1,-1.891448,1.639813,0.4564433,-1.600117,0,3.356112,True
3.20742,0,1,-1.765602,1.652086,0.5590953,-1.501172,0,3.346217,True
3.307739,0,1,-1.674442,1.670249,0.6368655,-1.421765,0,3.338276,True
3.410675,0,1,-1.569102,1.67478,0.7332965,-1.335197,0,3.32962,True
3.519009,0,1,-1.474845,1.675498,0.8316696,-1.253816,0,3.321481,True
3.623562,0,1,-1.394528,1.667915,0.9253818,-1.173935,0,3.313493,True
3.732243,0,1,-1.309177,1.648449,1.034652,-1.087118,0,3.304812,True
