Time, Path, Visible, Target
42.43147,0,1,Rabbit
43.46462,0,1,Rabbit
43.63015,0,1,Rabbit
44.29869,0,1,Rabbit
44.46323,0,1,Rabbit
0.3879204,0,1,Rabbit
0.5862122,0,1,Rabbit
1.076122,0,1,Rabbit
1.243431,0,1,Rabbit
1.943768,0,1,NorthBlock
2.17548,0,1,Rabbit
2.254402,0,1,NorthBlock
2.699142,0,1,NorthBlock
2.953804,0,1,NorthBlock
4.31773,0,1,NorthBlock
4.31773,0,1,Rabbit
4.519783,0,1,Rabbit
4.519783,0,1,NorthBlock
4.708817,0,1,NorthBlock
4.708817,0,1,Rabbit
5.084564,0,1,Rabbit
5.084564,0,1,NorthBlock
5.305656,0,1,NorthBlock
5.305656,0,1,Rabbit
5.762905,0,1,Rabbit
5.924793,0,1,Rabbit
5.949711,0,1,NorthBlock
6.164181,0,1,NorthBlock
6.164181,0,1,Rabbit
6.451263,0,1,NorthBlock
6.464638,0,1,Rabbit
6.594372,0,1,NorthBlock
7.497108,0,1,NorthBlock
7.685684,0,1,NorthBlock
8.237854,0,1,Rabbit
8.523056,0,1,Rabbit
8.539608,0,1,NorthBlock
9.327091,0,1,NorthBlock
9.327091,0,1,Rabbit
9.605614,0,1,Rabbit
9.694698,0,1,NorthBlock
10.72621,0,2,NorthBlock
10.91597,0,2,SouthBlock
11.45031,0,2,SouthBlock
11.9141,0,2,SouthBlock
13.44719,0,2,SouthBlock
13.83554,0,2,SouthBlock
14.65847,0,2,SouthBlock
16.26808,0,2,Rabbit
16.50256,0,2,Rabbit
16.81244,0,2,Rabbit
22.50949,0,2,Rabbit
23.51012,0,2,Rabbit
23.70982,0,2,Rabbit
23.75442,0,2,NorthBlock
24.08866,0,2,NorthBlock
24.69701,0,2,NorthBlock
24.84273,0,2,Rabbit
0.48703,0,2,Rabbit
0.8202667,0,2,Rabbit
0.9963455,0,2,Rabbit
1.231239,0,2,Rabbit
2.062798,0,2,NorthBlock
3.329987,0,2,NorthBlock
3.329987,0,2,Rabbit
3.52935,0,2,Rabbit
3.55159,0,2,NorthBlock
3.807678,0,2,Rabbit
3.807678,0,2,NorthBlock
5.252892,0,2,NorthBlock
5.461975,0,2,NorthBlock
7.049767,0,2,NorthBlock
7.049767,0,2,Rabbit
7.528069,0,2,Rabbit
7.727577,0,3,Rabbit
7.727577,0,3,NorthBlock
8.494202,0,3,NorthBlock
8.94928,0,3,SouthBlock
9.529366,0,3,SouthBlock
10.01456,0,3,SouthBlock
10.44804,0,3,SouthBlock
11.19352,0,3,SouthBlock
11.52613,0,3,SouthBlock
16.401,0,3,Rabbit
16.59025,0,3,Rabbit
18.27764,0,3,Rabbit
18.58966,0,3,Rabbit
0.03578949,0,3,Rabbit
0.3991623,0,3,Rabbit
0.612175,0,3,Rabbit
0.7582245,0,3,Rabbit
0.9443893,0,3,Rabbit
