4/19/2022 6:05:41 PM
8.14296,0,2,1
7.021973,0,3,1
6.750305,2,3,1
3.192245,1,2,0
5.239059,1,1,1
4.893005,1,3,1
5.951416,2,2,1
3.204361,2,1,0
1.044464,2,1,1
4.393524,2,2,1
0.2174377,1,3,1
4.965912,1,2,1
4.589478,2,3,1
3.178345,1,1,0
