4/25/2022 8:18:17 AM
Time,Path,Invisibility,x_pos,y_pos,z_pos,target_x,target_y,target_z,target_visible
0.02212524,0,1,-3.031545,1.548426,-2.599169,-3,0,3,True
0.02392578,0,1,-3.031607,1.561569,-2.60116,-3,0,3,True
0.01260376,0,1,-3.033138,1.570211,-2.606058,-3,0,3,True
0.0112915,0,1,-3.035528,1.572378,-2.609356,-3,0,3,True
0.01934814,0,1,-3.040542,1.572597,-2.609713,-3,0,3,True
0.01348877,0,1,-3.050042,1.573313,-2.607754,-3,0,3,True
0.01934814,0,1,-3.063888,1.571728,-2.603461,-3,0,3,True
0.02191162,0,1,-3.079156,1.568763,-2.596163,-3,0,3,True
0.02272034,0,1,-3.090302,1.569664,-2.58653,-3,0,3,True
0.02009583,0,1,-3.095722,1.570281,-2.574845,-3,0,3,True
0.01469421,0,1,-3.096722,1.569561,-2.558439,-3,0,3,True
0.01185608,0,1,-3.092179,1.568394,-2.541197,-3,0,3,True
0.02111816,0,1,-3.082621,1.566999,-2.519542,-3,0,3,True
0.02081299,0,1,-3.070421,1.567968,-2.497465,-3,0,3,True
0.02023315,0,1,-3.05725,1.569503,-2.475098,-3,0,3,True
0.0223999,0,1,-3.045045,1.571958,-2.452875,-3,0,3,True
0.02204895,0,1,-3.032488,1.573149,-2.427525,-3,0,3,True
0.02311707,0,1,-3.02036,1.572034,-2.405656,-3,0,3,True
0.01976013,0,1,-3.005692,1.571128,-2.382107,-3,0,3,True
0.02018738,0,1,-2.991697,1.570761,-2.358591,-3,0,3,True
0.0206604,0,1,-2.983438,1.568346,-2.335302,-3,0,3,True
0.02293396,0,1,-2.980946,1.568863,-2.311491,-3,0,3,True
0.02398682,0,1,-2.98119,1.567142,-2.286107,-3,0,3,True
0.02243042,0,1,-2.986038,1.566433,-2.258466,-3,0,3,True
0.02252197,0,1,-2.996737,1.565303,-2.226787,-3,0,3,True
0.03395081,0,1,-3.008531,1.568676,-2.196583,-3,0,3,True
0.02348328,0,1,-3.019536,1.571922,-2.165246,-3,0,3,True
0.03300476,0,1,-3.028523,1.575143,-2.131267,-2.989506,0,2.99895,True
0.1562653,0,1,-3.037916,1.579452,-2.095226,-2.89435,0,2.989435,True
0.2770538,0,1,-3.047864,1.578953,-2.06113,-2.797069,0,2.979707,True
0.3877411,0,1,-3.059028,1.578873,-2.030365,-2.708084,0,2.970809,True
0.5014191,0,1,-3.068456,1.576331,-2.000423,-2.618407,0,2.961841,True
0.6099091,0,1,-3.072804,1.574721,-1.970332,-2.531888,0,2.953189,True
0.7218323,0,1,-3.069176,1.573838,-1.937444,-2.443887,0,2.944389,True
0.8224792,0,1,-3.057796,1.569808,-1.908111,-2.361704,0,2.93617,True
0.9421082,0,1,-3.033978,1.563947,-1.873967,-2.267205,0,2.92672,True
1.043182,0,1,-3.003352,1.560393,-1.845087,-2.188168,0,2.918817,True
1.153763,0,1,-2.958983,1.55543,-1.8114,-2.09826,0,2.909826,True
