Time, Path, Visible, Target
302.6361,0,1,Rabbit
302.8257,0,1,Rabbit
303.4363,0,1,Rabbit
304.8156,0,1,Rabbit
305.1707,0,1,Rabbit
0.6853027,0,1,Rabbit
0.9858093,0,1,Rabbit
1.264282,0,1,Rabbit
1.442596,0,1,Rabbit
1.65274,0,1,Rabbit
1.784729,0,1,NorthBlock
1.819763,0,1,Rabbit
2.085815,0,1,Rabbit
2.419434,0,1,Rabbit
2.774017,0,1,Rabbit
2.884552,0,1,NorthBlock
3.095612,0,1,Rabbit
3.428375,0,1,NorthBlock
3.473755,0,1,Rabbit
3.783295,0,1,Rabbit
3.973694,0,1,Rabbit
3.973694,0,1,NorthBlock
4.262787,0,1,Rabbit
4.51709,0,1,Rabbit
4.51709,0,1,NorthBlock
4.740936,0,1,NorthBlock
4.740936,0,1,Rabbit
5.450592,0,2,Rabbit
5.462982,0,2,NorthBlock
5.650879,0,2,NorthBlock
6.373016,0,2,NorthBlock
6.87204,0,2,NorthBlock
7.872925,0,2,NorthBlock
8.094635,0,2,NorthBlock
8.106659,0,2,Rabbit
8.571747,0,2,Rabbit
9.460754,0,2,SouthBlock
9.747925,0,2,SouthBlock
14.39316,0,2,Rabbit
14.6286,0,2,Rabbit
14.85721,0,2,NorthBlock
15.30212,0,2,NorthBlock
15.87051,0,2,NorthBlock
16.30264,0,2,Rabbit
16.61426,0,2,Rabbit
16.85873,0,2,Rabbit
0.04956055,0,2,Rabbit
0.223175,0,2,Rabbit
0.3769226,0,2,Rabbit
0.5552673,0,2,Rabbit
0.7552185,0,2,Rabbit
1.058411,0,2,Rabbit
1.900269,0,2,NorthBlock
1.969147,0,2,Rabbit
2.444611,0,2,Rabbit
2.599976,0,2,Rabbit
2.775665,0,2,Rabbit
3.082703,0,2,Rabbit
3.254242,0,2,Rabbit
3.553406,0,2,Rabbit
3.864227,0,2,Rabbit
4.086609,0,2,Rabbit
4.244873,0,2,Rabbit
4.244873,0,2,NorthBlock
6.018463,0,2,NorthBlock
6.242615,0,2,NorthBlock
6.786865,0,2,NorthBlock
6.786865,0,2,Rabbit
7.344452,0,2,Rabbit
7.385529,0,2,NorthBlock
7.862305,0,2,Rabbit
7.887695,0,2,NorthBlock
8.606934,0,2,Rabbit
8.606934,0,2,NorthBlock
11.00687,0,3,NorthBlock
11.00687,0,3,Rabbit
11.62769,0,3,Rabbit
17.62604,0,3,Rabbit
18.07214,0,3,NorthBlock
18.91449,0,3,NorthBlock
19.43478,0,3,Rabbit
19.79013,0,3,Rabbit
0.34375,0,3,Rabbit
0.587738,0,3,Rabbit
0.8882446,0,3,Rabbit
1.098206,0,3,Rabbit
1.513672,0,3,Rabbit
1.774658,0,3,Rabbit
1.774658,0,3,NorthBlock
1.93399,0,3,Rabbit
2.353302,0,3,Rabbit
2.776764,0,3,NorthBlock
3.1091,0,3,NorthBlock
3.131042,0,3,Rabbit
3.329041,0,3,NorthBlock
3.329041,0,3,Rabbit
3.486328,0,3,Rabbit
3.486328,0,3,NorthBlock
3.96463,0,3,NorthBlock
3.999084,0,3,Rabbit
4.140228,0,3,NorthBlock
5.606506,0,3,NorthBlock
5.69812,0,3,SouthBlock
6.064758,0,3,SouthBlock
6.786591,0,3,NorthBlock
7.017029,0,3,SouthBlock
7.271912,0,3,NorthBlock
10.12662,0,3,NorthBlock
10.36069,0,3,NorthBlock
13.19037,2,2,NorthBlock
13.58289,2,2,NorthBlock
14.24908,2,2,NorthBlock
14.59174,2,2,SouthBlock
15.34561,2,2,SouthBlock
17.02222,2,2,NorthBlock
18.11411,2,2,NorthBlock
18.45569,2,2,NorthBlock
18.99969,2,2,NorthBlock
19.26697,2,2,NorthBlock
19.76685,2,2,SouthBlock
20.65439,2,2,SouthBlock
21.51556,2,2,Rabbit
26.29684,2,2,Rabbit
27.60873,2,2,Rabbit
28.18643,2,2,Rabbit
28.66324,2,2,Rabbit
0.4103088,2,2,Rabbit
0.640564,2,2,Rabbit
1.332184,2,2,Rabbit
1.563232,2,2,Rabbit
1.688629,2,2,NorthBlock
1.742004,2,2,Rabbit
2.229279,2,2,Rabbit
2.296478,2,2,NorthBlock
2.384338,2,2,Rabbit
2.562256,2,2,Rabbit
2.721069,2,2,Rabbit
2.741547,2,2,NorthBlock
2.917938,2,2,NorthBlock
3.17395,2,2,NorthBlock
3.17395,2,2,Rabbit
3.862457,2,2,Rabbit
4.27298,2,1,NorthBlock
4.650665,2,1,NorthBlock
5.71756,2,1,NorthBlock
10.10449,2,1,Rabbit
10.40704,2,1,Rabbit
10.42685,2,1,NorthBlock
11.06006,2,1,NorthBlock
11.22772,2,1,NorthBlock
11.52744,2,1,NorthBlock
11.62482,2,1,Rabbit
0.3674927,2,1,Rabbit
0.5889893,2,1,Rabbit
0.8117371,2,1,Rabbit
1.256256,2,1,Rabbit
1.642029,2,1,Rabbit
1.864563,2,1,Rabbit
1.864563,2,1,NorthBlock
2.088043,2,1,NorthBlock
2.088043,2,1,Rabbit
2.290161,2,1,Rabbit
2.33252,2,1,NorthBlock
2.456635,2,1,Rabbit
2.520538,2,1,NorthBlock
2.687012,2,1,NorthBlock
2.71936,2,1,Rabbit
3.198669,2,1,NorthBlock
3.198669,2,1,Rabbit
3.777222,2,1,Rabbit
4.042084,2,1,Rabbit
4.493835,2,1,NorthBlock
5.652222,2,1,NorthBlock
5.807068,2,1,NorthBlock
