4/1/2022 4:51:12 PM
Time,Path,Invisibility,x_pos,y_pos,z_pos,target_x,target_y,target_z,target_visible
0.009632111,0,1,-2.972471,1.571656,-0.4121705,0.05048239,0.02263614,0.008248113,-4.039,0,3.85,True
0.1204224,0,1,-2.972645,1.564228,-0.4063503,0.01675001,0.02860618,0.007552399,-3.951662,0,3.85,True
0.2309856,0,1,-2.975335,1.565408,-0.4038054,0.03170541,0.04254659,0.01218176,-3.8631,0,3.85,True
0.3418007,0,1,-2.976867,1.570252,-0.4041768,0.04451745,0.0473928,0.01289051,-3.774364,0,3.85,True
0.4421463,0,1,-2.976764,1.569401,-0.4036227,0.04018921,0.03934938,0.01502182,-3.694177,0,3.85,True
0.5534592,0,1,-2.976332,1.567317,-0.4018136,0.02990109,0.02564853,0.01842115,-3.605344,0,3.85,True
0.6537514,0,1,-2.976567,1.565821,-0.399294,0.02599031,0.01490854,0.01579153,-3.524626,0,3.85,True
0.7641659,0,1,-2.977705,1.564097,-0.3977062,0.01700132,0.006770086,0.01253635,-3.43633,0,3.85,True
0.8644733,0,1,-2.9786,1.563448,-0.395774,0.01466147,-0.0009966374,0.01280758,-3.356372,0,3.85,True
0.9752731,0,1,-2.980402,1.562851,-0.3933955,0.01171466,-0.008592143,0.01425686,-3.267848,0,3.85,True
1.077921,0,1,-2.981981,1.561496,-0.3904148,0.007131013,-0.01732677,0.01381218,-3.185808,0,3.85,True
1.188396,0,1,-2.98361,1.559769,-0.3856689,0.001542732,-0.02652713,0.01152981,-3.097633,0,3.85,True
1.297144,0,1,-2.985088,1.557963,-0.3789698,-0.00344754,-0.03427928,0.01071217,-3.010072,0,3.85,True
1.39768,0,1,-2.986353,1.555872,-0.3706084,-0.01087771,-0.03983248,0.01045429,-2.929805,0,3.85,True
1.50943,0,1,-2.987884,1.552934,-0.3574258,-0.01821112,-0.04415801,0.0106412,-2.841135,0,3.85,True
1.620235,0,1,-2.988548,1.549184,-0.3386322,-0.02856208,-0.05045243,0.01409578,-2.75215,0,3.85,True
1.730988,0,1,-2.985102,1.541997,-0.3145381,-0.04153534,-0.06745595,0.01979897,-2.663556,0,3.85,True
1.84174,0,1,-2.971886,1.530423,-0.2874762,-0.05290119,-0.09070919,0.02553341,-2.574554,0,3.85,True
1.952253,0,1,-2.944182,1.524215,-0.2527696,-0.05986057,-0.1126687,0.02607875,-2.486136,0,3.85,True
2.063168,0,1,-2.901264,1.511509,-0.211753,-0.06779117,-0.1382211,0.03545089,-2.397394,0,3.85,True
2.163681,0,1,-2.850427,1.496598,-0.1696326,-0.06984317,-0.154254,0.04055525,-2.316745,0,3.85,True
2.263706,0,1,-2.787331,1.487333,-0.1226951,-0.06082915,-0.1601841,0.0408382,-2.236481,0,3.85,True
2.374331,0,1,-2.706037,1.492703,-0.06545652,-0.04944922,-0.1621479,0.03802763,-2.148178,0,3.85,True
2.474669,0,1,-2.638555,1.512944,-0.01930918,-0.0515005,-0.17262,0.04344402,-2.068043,0,3.85,True
2.58567,0,1,-2.58034,1.531541,0.03065716,-0.05946045,-0.1792953,0.05461996,-1.979364,0,3.85,True
2.686537,0,1,-2.539278,1.540048,0.07679735,-0.07093082,-0.169554,0.05271,-1.89772,0,3.85,True
2.796976,0,1,-2.496449,1.536085,0.1380318,-0.06002619,-0.1610144,0.0463169,-1.810118,0,3.85,True
2.907902,0,1,-2.452847,1.516644,0.2144679,-0.04737408,-0.1619837,0.05468228,-1.721597,0,3.85,True
3.018663,0,1,-2.408023,1.497032,0.3094729,-0.03532856,-0.1661342,0.05059459,-1.633008,0,3.85,True
