5/4/2022 9:41:52 AM
Time,Path,Invisibility,x_pos,y_pos,z_pos,target_x,target_y,target_z,target_visible
0.01878357,0,1,-3.067404,1.664271,-3.066336,-3,0,3,True
0.02174377,0,1,-3.081572,1.667488,-3.060726,-3,0,3,True
0.01272583,0,1,-3.091016,1.670634,-3.04554,-3,0,3,True
0.01158142,0,1,-3.094592,1.672943,-3.023081,-3,0,3,True
0.01895142,0,1,-3.092763,1.671073,-2.98424,-3,0,3,True
0.01438904,0,1,-3.083086,1.665554,-2.935631,-3,0,3,True
0.01335144,0,1,-3.067621,1.661361,-2.879801,-3,0,3,True
0.01373291,0,1,-3.04173,1.659875,-2.808111,-3,0,3,True
0.01977539,0,1,-3.010161,1.671224,-2.727759,-3,0,3,True
0.01139832,0,1,-2.983881,1.676891,-2.65865,-3,0,3,True
0.0219574,0,1,-2.966618,1.677045,-2.584776,-3,0,3,True
0.02235413,0,1,-2.961265,1.677014,-2.50947,-3,0,3,True
0.0209198,0,1,-2.963929,1.66896,-2.438745,-3,0,3,True
0.01081848,0,1,-2.973016,1.662642,-2.368755,-3,0,3,True
0.01596069,0,1,-2.986418,1.660065,-2.308361,-3,0,3,True
0.01983643,0,1,-3.003665,1.669352,-2.234267,-3,0,3,True
0.01486206,0,1,-3.019022,1.675663,-2.162157,-3,0,3,True
0.09034729,0,1,-3.021733,1.684153,-2.085561,-2.947722,0,2.994772,True
0.1999664,0,1,-3.014339,1.686455,-2.011403,-2.859174,0,2.985917,True
0.3019257,0,1,-3.001872,1.67776,-1.940216,-2.770797,0,2.97708,True
0.4096985,0,1,-2.982423,1.665949,-1.858084,-2.69165,0,2.969165,True
0.509964,0,1,-2.955748,1.665125,-1.783608,-2.609771,0,2.960977,True
0.6213226,0,1,-2.924572,1.67724,-1.702169,-2.522948,0,2.952295,True
0.7318726,0,1,-2.90039,1.677453,-1.621998,-2.433951,0,2.943395,True
0.8423157,0,1,-2.889392,1.679904,-1.543541,-2.344711,0,2.934471,True
0.9548492,0,1,-2.889946,1.677057,-1.461823,-2.257864,0,2.925786,True
1.064896,0,1,-2.902081,1.672225,-1.375521,-2.167555,0,2.916755,True
1.165649,0,1,-2.918123,1.663868,-1.29813,-2.088117,0,2.908812,True
1.275864,0,1,-2.933356,1.68101,-1.209757,-2.001355,0,2.900136,True
1.386414,0,1,-2.93813,1.68484,-1.127301,-1.913573,0,2.891357,True
1.487885,0,1,-2.928972,1.68593,-1.059577,-1.83235,0,2.883235,True
1.608383,0,1,-2.904613,1.685279,-0.9850143,-1.736976,0,2.873698,True
1.712128,0,1,-2.873113,1.675577,-0.9237162,-1.64595,0,2.864595,True
1.820114,0,1,-2.823029,1.664358,-0.8536385,-1.566585,0,2.856658,True
1.944458,0,1,-2.7523,1.667437,-0.776472,-1.471843,0,2.847184,True
2.054733,0,1,-2.685905,1.680713,-0.7038902,-1.381692,0,2.838169,True
2.175858,0,1,-2.623327,1.681649,-0.6199979,-1.286257,0,2.828626,True
2.276337,0,1,-2.580954,1.683273,-0.5486931,-1.203346,0,2.820335,True
2.388046,0,1,-2.542339,1.678638,-0.4667192,-1.114689,0,2.811469,True
2.498245,0,1,-2.509236,1.668421,-0.3819098,-1.029348,0,2.802935,True
2.610611,0,1,-2.481126,1.661712,-0.2939147,-0.9384803,0,2.793848,True
2.730865,0,1,-2.447034,1.678329,-0.196833,-0.8431671,0,2.784317,True
2.831085,0,1,-2.411206,1.683026,-0.1280862,-0.7625996,0,2.77626,True
2.93364,0,1,-2.365311,1.687618,-0.06922092,-0.6745014,0,2.76745,True
3.04216,0,1,-2.307968,1.686751,-0.01122393,-0.5963026,0,2.75963,True
3.146484,0,1,-2.247697,1.675719,0.03846084,-0.5073299,0,2.750733,True
3.265457,0,1,-2.160353,1.665549,0.09497748,-0.4192195,0,2.741922,True
3.376511,0,1,-2.06997,1.671152,0.1416296,-0.3298216,0,2.732982,True
