4/19/2022 6:57:21 PM
Time,Path,Invisibility,x_pos,y_pos,z_pos,target_x,target_y,target_z,target_visible
0.02056885,0,1,-3.05292,1.661301,-0.8802816,-4.039,0,3.6,True
0.1417542,0,1,-3.054739,1.661455,-0.8807465,-3.947786,0,3.590878,True
0.2532501,0,1,-3.05617,1.661009,-0.8811518,-3.853821,0,3.581482,True
0.3639679,0,1,-3.057338,1.660704,-0.880632,-3.766743,0,3.572774,True
0.4644699,0,1,-3.057985,1.660522,-0.8797089,-3.687057,0,3.564806,True
0.5644989,0,1,-3.058637,1.660361,-0.879161,-3.605931,0,3.556693,True
0.6667023,0,1,-3.058886,1.660391,-0.8784701,-3.519029,0,3.548003,True
0.7759247,0,1,-3.059263,1.660283,-0.8774897,-3.438212,0,3.539921,True
0.8893433,0,1,-3.059416,1.660486,-0.8760263,-3.342413,0,3.530341,True
0.9988708,0,1,-3.059709,1.66046,-0.8740598,-3.261378,0,3.522238,True
1.119858,0,1,-3.060947,1.659979,-0.8720251,-3.165057,0,3.512606,True
1.222107,0,1,-3.062015,1.660122,-0.8702451,-3.084429,0,3.504543,True
1.342583,0,1,-3.063438,1.660481,-0.8672243,-2.988113,0,3.494911,True
1.463951,0,1,-3.064831,1.660106,-0.8624045,-2.899183,0,3.486018,True
1.565598,0,1,-3.065334,1.659795,-0.8552243,-2.809512,0,3.477051,True
1.675392,0,1,-3.066431,1.658267,-0.8457385,-2.722981,0,3.468398,True
1.776817,0,1,-3.067892,1.658589,-0.8346955,-2.64132,0,3.460232,True
1.889755,0,1,-3.07081,1.658244,-0.8211075,-2.545175,0,3.450617,True
2.010078,0,1,-3.070479,1.655881,-0.803671,-2.455486,0,3.441648,True
2.119293,0,1,-3.061349,1.65301,-0.7816902,-2.36678,0,3.432778,True
2.222572,0,1,-3.045695,1.65242,-0.7557212,-2.279155,0,3.424016,True
2.34256,0,1,-3.017507,1.650612,-0.7145029,-2.192011,0,3.415301,True
2.443863,0,1,-2.988889,1.646486,-0.6718646,-2.112458,0,3.407346,True
2.55481,0,1,-2.949757,1.640423,-0.6202921,-2.022683,0,3.398368,True
2.655525,0,1,-2.910215,1.643623,-0.568493,-1.933711,0,3.389471,True
2.764145,0,1,-2.865928,1.646499,-0.5094987,-1.855457,0,3.381646,True
2.876213,0,1,-2.824913,1.650609,-0.447538,-1.767766,0,3.372876,True
2.978271,0,1,-2.791909,1.652103,-0.3902124,-1.678611,0,3.363961,True
3.086639,0,1,-2.754802,1.647517,-0.3221849,-1.597448,0,3.355845,True
3.209091,0,1,-2.707971,1.638663,-0.2403878,-1.503338,0,3.346434,True
3.311089,0,1,-2.6682,1.630478,-0.169531,-1.414104,0,3.33751,True
3.431793,0,1,-2.616005,1.637354,-0.08320631,-1.323953,0,3.328495,True
3.535774,0,1,-2.568403,1.644939,-0.01951803,-1.236608,0,3.319761,True
3.653854,0,1,-2.509672,1.647636,0.04788624,-1.147082,0,3.310808,True
3.753906,0,1,-2.458276,1.647482,0.1009275,-1.06714,0,3.302814,True
3.875412,0,1,-2.387636,1.640508,0.1622048,-0.9722522,0,3.293325,True
3.988716,0,1,-2.313169,1.63001,0.2156819,-0.8751717,0,3.283617,True
4.109146,0,1,-2.230091,1.628195,0.2670463,-0.7852455,0,3.274624,True
4.231491,0,1,-2.131896,1.634085,0.3275422,-0.6891974,0,3.26502,True
4.351837,0,1,-2.044333,1.64434,0.3808938,-0.5915886,0,3.255259,True
4.455482,0,1,-1.971852,1.647802,0.4210643,-0.5028709,0,3.246387,True
4.563477,0,1,-1.88659,1.642214,0.4665393,-0.4239979,0,3.2385,True
4.674515,0,1,-1.797875,1.630145,0.5155245,-0.3331789,0,3.229418,True
4.786705,0,1,-1.708297,1.630906,0.5673074,-0.2470727,0,3.220807,True
4.906799,0,1,-1.60662,1.638959,0.6191632,-0.1505024,0,3.21115,True
5.018509,0,1,-1.511954,1.648006,0.6590461,-0.05890602,0,3.201991,True
5.129829,0,1,-1.413444,1.645471,0.6961263,0.02775891,0,3.193324,True
5.242149,0,1,-1.307199,1.631927,0.730512,0.1177337,0,3.184326,True
5.353577,0,1,-1.192339,1.622416,0.7619385,0.2029046,0,3.175809,True
5.46302,0,1,-1.07532,1.625295,0.7922539,0.2923086,0,3.166869,True
5.57563,0,1,-0.9620113,1.632168,0.8262094,0.3887453,0,3.157225,True
5.676979,0,1,-0.8634644,1.639149,0.8586916,0.4691913,0,3.149181,True
5.78698,0,1,-0.751513,1.635269,0.8960303,0.5573623,0,3.140364,True
5.897469,0,1,-0.6350393,1.620054,0.9343694,0.6364114,0,3.132459,True
6.009575,0,1,-0.5186796,1.6179,0.9738308,0.7267385,0,3.123426,True
6.130341,0,1,-0.3902111,1.625269,1.013416,0.823989,0,3.113701,True
6.240837,0,1,-0.2724824,1.638507,1.041744,0.9109273,0,3.105007,True
6.35099,0,1,-0.1531606,1.641978,1.067156,1.000611,0,3.096039,True
6.45166,0,1,-0.0446825,1.628844,1.085753,1.080589,0,3.088041,True
6.564598,0,1,0.07796669,1.617389,1.10134,1.168092,0,3.079291,True
6.685036,0,1,0.215364,1.626506,1.121554,1.265069,0,3.069593,True
6.795639,0,1,0.3368678,1.6403,1.144262,1.353939,0,3.060706,True
6.896042,0,1,0.4443712,1.642759,1.16401,1.432629,0,3.052837,True
7.006767,0,1,0.5656371,1.627301,1.185348,1.52094,0,3.044006,True
7.129021,0,1,0.7007699,1.613462,1.212654,1.613903,0,3.03471,True
7.231194,0,1,0.8109941,1.6173,1.234132,1.707558,0,3.025344,True
7.351715,0,1,0.9423099,1.62952,1.252225,1.795626,0,3.016537,True
7.464043,0,1,1.057753,1.638103,1.265095,1.883287,0,3.007771,True
