5/3/2022 6:08:23 PM
7.033081,0,2,1
7.00354,0,3,1
6.324905,1,3,1
4.507614,2,3,1
3.176147,2,3,0
3.189941,2,2,0
2.720612,2,1,1
3.845612,1,3,1
4.664764,1,2,1
4.532043,2,2,1
0.994873,1,1,1
4.244904,1,2,1
4.927917,2,1,1
0.2607727,1,1,1
