Time, Path, Visible, Target
151.5477,0,1,Rabbit
152.0804,0,1,Rabbit
152.3019,0,1,Rabbit
152.6562,0,1,Rabbit
153.0012,0,1,Rabbit
153.3587,0,1,Rabbit
154.9001,0,1,Rabbit
155.1662,0,1,Rabbit
155.856,0,1,Rabbit
157.5557,0,1,Rabbit
157.7446,0,1,Rabbit
158.1224,0,1,Rabbit
158.2764,0,1,NorthBlock
158.809,0,1,Rabbit
159.6323,0,1,Rabbit
159.8764,0,1,Rabbit
160.1412,0,1,Rabbit
160.687,0,1,Rabbit
161.818,0,1,Rabbit
0.03358459,0,1,Rabbit
0.4661102,0,1,Rabbit
0.8651276,0,1,Rabbit
1.875992,0,1,Rabbit
1.97612,0,1,NorthBlock
2.265228,0,1,NorthBlock
2.286942,0,1,Rabbit
2.498077,0,1,Rabbit
2.498077,0,1,NorthBlock
3.052994,0,1,Rabbit
3.342804,0,1,NorthBlock
3.575333,0,1,NorthBlock
3.575333,0,1,Rabbit
4.074631,0,1,Rabbit
4.089615,0,1,NorthBlock
4.408371,0,1,Rabbit
7.517426,0,1,Rabbit
7.7612,0,2,Rabbit
7.776016,0,2,NorthBlock
8.285751,0,2,NorthBlock
8.88884,0,2,NorthBlock
9.106781,0,2,NorthBlock
9.63887,0,2,NorthBlock
9.794281,0,2,Rabbit
10.35686,0,2,Rabbit
10.90482,0,2,NorthBlock
11.21617,0,2,NorthBlock
11.99225,0,2,Rabbit
12.29344,0,2,Rabbit
12.55992,0,2,Rabbit
20.30254,0,2,Rabbit
20.51299,0,2,Rabbit
21.04546,0,2,Rabbit
21.38991,0,2,Rabbit
0.2871246,0,2,Rabbit
0.5995178,0,2,Rabbit
0.7876282,0,2,Rabbit
0.9870911,0,2,Rabbit
1.830444,0,2,Rabbit
1.866089,0,2,NorthBlock
2.05304,0,2,NorthBlock
2.098679,0,2,Rabbit
2.253006,0,2,NorthBlock
2.419052,0,2,NorthBlock
2.432266,0,2,Rabbit
2.65448,0,2,Rabbit
2.818436,0,2,Rabbit
3.028793,0,2,Rabbit
3.229874,0,2,Rabbit
3.444519,0,2,Rabbit
3.729416,0,2,Rabbit
4.330276,0,2,Rabbit
4.520294,0,2,NorthBlock
5.219116,0,2,NorthBlock
6.726181,0,2,NorthBlock
6.917282,0,2,NorthBlock
7.96077,0,2,NorthBlock
7.96077,0,2,Rabbit
8.216278,0,2,Rabbit
8.216278,0,2,NorthBlock
8.38266,0,2,NorthBlock
8.38266,0,2,Rabbit
9.771179,0,2,Rabbit
9.771179,0,2,NorthBlock
10.08238,0,2,NorthBlock
10.13742,0,2,Rabbit
10.37068,0,3,Rabbit
10.60365,0,3,NorthBlock
10.89394,0,3,NorthBlock
11.13014,0,3,NorthBlock
11.70482,0,3,NorthBlock
11.89546,0,3,NorthBlock
12.38022,0,3,NorthBlock
12.70375,0,3,NorthBlock
16.08144,0,3,Rabbit
16.4037,0,3,Rabbit
21.59035,0,3,Rabbit
21.94287,0,3,Rabbit
23.80977,0,3,Rabbit
24.73222,0,3,Rabbit
24.88873,0,3,Rabbit
25.29608,0,3,Rabbit
25.56314,0,3,Rabbit
26.11046,0,3,Rabbit
27.07457,0,3,Rabbit
28.7314,0,3,Rabbit
