Time, Path, Visible, Target
0.0259285,0,1,NorthBlock
0.01077366,0,1,NorthBlock
0.02131844,0,1,NorthBlock
0.02093697,0,1,NorthBlock
0.02375317,0,1,Rabbit
0.02182293,0,1,Rabbit
0.02510834,0,1,Rabbit
0.01539803,0,1,Rabbit
0.02066803,0,1,NorthBlock
0.2657328,0,1,NorthBlock
0.3902321,0,1,Rabbit
0.4449415,0,1,NorthBlock
2.198929,0,1,NorthBlock
2.388451,0,1,NorthBlock
2.553715,0,1,NorthBlock
2.955561,0,1,NorthBlock
3.431593,0,1,NorthBlock
3.900131,0,1,NorthBlock
4.066235,0,1,NorthBlock
5.319679,0,1,NorthBlock
5.377687,0,1,Rabbit
5.609035,0,2,Rabbit
0.01900482,0,2,NorthBlock
0.02215576,0,2,NorthBlock
0.01146126,0,2,NorthBlock
0.01582146,0,2,SouthBlock
0.01885033,0,2,SouthBlock
0.01483536,0,2,SouthBlock
0.01311111,0,2,Rabbit
0.0140152,0,2,NorthBlock
0.01143074,0,2,NorthBlock
0.0209465,0,2,Rabbit
0.01246262,0,2,NorthBlock
0.02199364,0,2,Rabbit
0.01316452,0,2,Rabbit
0.02378845,0,2,Rabbit
0.02148056,0,2,Rabbit
0.01802444,0,2,Rabbit
0.01223373,0,2,Rabbit
0.02237701,0,2,Rabbit
0.01797867,0,2,Rabbit
0.02065277,0,2,Rabbit
0.01923752,0,2,NorthBlock
0.01748657,0,2,Rabbit
0.3351097,0,2,Rabbit
0.3483582,0,2,NorthBlock
0.833847,0,2,NorthBlock
1.37698,0,2,NorthBlock
0.02188873,0,3,NorthBlock
0.02213669,0,3,Rabbit
0.02215576,0,3,Rabbit
0.01593018,0,3,Rabbit
0.02204132,0,3,SouthBlock
0.02411652,0,3,Rabbit
0.01330948,0,3,NorthBlock
0.01897049,0,3,NorthBlock
0.02116013,0,3,Rabbit
0.02355957,0,3,Rabbit
0.01872635,0,3,Rabbit
0.02249146,0,3,NorthBlock
0.03249359,0,3,Rabbit
0.01616287,0,3,NorthBlock
0.01148605,0,3,Rabbit
0.02392578,0,3,Rabbit
0.02392578,0,3,NorthBlock
0.2021179,0,3,Rabbit
0.6893845,0,3,Rabbit
0.6893845,0,3,NorthBlock
1.356861,0,3,NorthBlock
1.510761,0,3,NorthBlock
1.810841,0,3,NorthBlock
1.964897,0,3,NorthBlock
1.964897,0,3,Rabbit
2.434052,0,3,NorthBlock
2.434052,0,3,Rabbit
2.599091,0,3,NorthBlock
2.599091,0,3,Rabbit
2.765839,0,3,Rabbit
2.765839,0,3,NorthBlock
2.92194,0,3,NorthBlock
0.01396942,1,3,NorthBlock
0.01667023,1,3,NorthBlock
0.02289581,1,3,NorthBlock
0.0203476,1,3,NorthBlock
0.01111603,1,3,Rabbit
0.01056671,1,3,Rabbit
0.01112366,1,3,Rabbit
0.02168274,1,3,NorthBlock
0.01338959,1,3,Rabbit
0.01901245,1,3,NorthBlock
0.02095032,1,3,NorthBlock
0.01243591,1,3,Rabbit
0.4922943,1,3,Rabbit
0.4922943,1,3,NorthBlock
0.7585907,1,3,NorthBlock
0.9807739,1,3,NorthBlock
1.078964,1,3,Rabbit
1.445038,1,3,Rabbit
1.61338,1,3,Rabbit
1.769058,1,3,Rabbit
2.233841,1,3,Rabbit
2.602554,1,3,NorthBlock
2.957603,1,3,NorthBlock
2.970726,1,3,Rabbit
3.355705,1,3,Rabbit
3.445984,1,3,NorthBlock
0.02111053,2,3,NorthBlock
0.02020264,2,3,NorthBlock
0.02268219,2,3,NorthBlock
0.02479553,2,3,NorthBlock
0.02262878,2,3,NorthBlock
0.014534,2,3,Rabbit
0.01805115,2,3,Rabbit
0.01539612,2,3,NorthBlock
0.03527069,2,3,Rabbit
0.01223755,2,3,Rabbit
0.02259827,2,3,NorthBlock
0.02013397,2,3,NorthBlock
0.02013397,2,3,Rabbit
0.5430222,2,3,NorthBlock
0.5430222,2,3,Rabbit
2.543205,2,3,NorthBlock
2.543205,2,3,Rabbit
2.708488,2,3,Rabbit
2.754005,2,3,NorthBlock
0.318779,2,3,NorthBlock
1.283974,2,3,NorthBlock
1.641029,2,3,SouthBlock
2.06237,2,3,SouthBlock
2.241264,2,3,SouthBlock
3.39666,2,3,SouthBlock
3.494995,2,3,NorthBlock
4.228638,2,3,NorthBlock
0.1094284,2,3,NorthBlock
0.8416214,2,3,NorthBlock
1.673584,2,3,SouthBlock
2.473709,2,3,NorthBlock
2.905945,2,3,NorthBlock
3.183365,2,1,SouthBlock
0.02192688,2,1,SouthBlock
0.01120758,2,1,SouthBlock
0.02236938,2,1,SouthBlock
0.01472473,2,1,Rabbit
0.01426697,2,1,Rabbit
0.01110077,2,1,NorthBlock
0.01904297,2,1,Rabbit
0.02233124,2,1,Rabbit
0.5574875,2,1,Rabbit
0.5574875,2,1,NorthBlock
1.192177,2,1,Rabbit
1.491501,2,1,Rabbit
1.791656,2,1,Rabbit
1.814064,2,1,NorthBlock
2.091278,2,1,Rabbit
2.091278,2,1,NorthBlock
2.469917,2,1,NorthBlock
2.63707,2,1,Rabbit
2.90448,2,1,Rabbit
0.05429077,2,1,NorthBlock
0.7208557,2,1,Rabbit
0.9216766,2,1,Rabbit
0.9216766,2,1,NorthBlock
0.02265167,2,2,NorthBlock
0.01243591,2,2,Rabbit
0.02346039,2,2,SouthBlock
0.02048492,2,2,NorthBlock
0.02092743,2,2,NorthBlock
0.02092743,2,2,Rabbit
0.01242828,2,2,Rabbit
0.02377319,2,2,Rabbit
0.02459717,2,2,NorthBlock
0.02101135,2,2,Rabbit
0.02198792,2,2,Rabbit
0.02083588,2,2,Rabbit
0.0256424,2,2,Rabbit
0.02116394,2,2,Rabbit
0.0346756,2,2,Rabbit
0.02296448,2,2,Rabbit
0.06750488,2,2,Rabbit
0.1921844,2,2,NorthBlock
0.2438049,2,2,Rabbit
0.6654282,2,2,Rabbit
0.8417282,2,2,NorthBlock
0.8733063,2,2,Rabbit
1.044151,2,2,Rabbit
1.188438,2,2,NorthBlock
1.245857,2,2,Rabbit
1.478951,2,2,Rabbit
1.642952,2,2,Rabbit
1.727287,2,2,NorthBlock
1.901924,2,2,NorthBlock
