Time, Path, Visible, Target
0.02313995,0,1,Rabbit
0.01140594,0,1,NorthBlock
0.0218277,0,1,Rabbit
0.02011871,0,1,Rabbit
0.02377319,0,1,Rabbit
0.02104187,0,1,Rabbit
0.02191162,0,1,Rabbit
0.01289368,0,1,Rabbit
0.07583618,0,1,Rabbit
0.7218323,0,1,NorthBlock
1.198425,0,1,NorthBlock
1.198425,0,1,Rabbit
1.430222,0,1,NorthBlock
1.430222,0,1,Rabbit
1.798233,0,1,NorthBlock
2.100235,0,1,NorthBlock
2.309067,0,1,NorthBlock
3.542328,0,1,NorthBlock
4.219116,0,1,NorthBlock
5.575348,0,1,NorthBlock
5.575348,0,1,Rabbit
5.751801,0,1,NorthBlock
5.751801,0,1,Rabbit
5.898544,0,1,Rabbit
6.019058,0,1,NorthBlock
6.185822,0,1,NorthBlock
6.185822,0,1,Rabbit
6.610001,0,1,NorthBlock
6.610001,0,1,Rabbit
6.807297,0,1,Rabbit
6.91983,0,1,NorthBlock
6.986572,0,1,Rabbit
7.373901,0,1,Rabbit
7.387024,0,1,NorthBlock
7.528259,0,1,Rabbit
7.753372,0,1,Rabbit
7.862045,0,1,NorthBlock
8.173691,0,1,NorthBlock
8.196213,0,1,Rabbit
8.506989,0,1,NorthBlock
8.528244,0,1,Rabbit
8.69516,0,1,Rabbit
8.77298,0,1,NorthBlock
0.01858521,0,2,NorthBlock
0.0120697,0,2,NorthBlock
0.02116394,0,2,NorthBlock
0.01255798,0,2,NorthBlock
0.01097107,0,2,NorthBlock
0.02459717,0,2,SouthBlock
0.02218628,0,2,SouthBlock
0.02139282,0,2,SouthBlock
0.0188446,0,2,SouthBlock
0.0221405,0,2,SouthBlock
0.02030945,0,2,SouthBlock
0.02185059,0,2,SouthBlock
0.02099609,0,2,SouthBlock
0.0219574,0,2,SouthBlock
0.01104736,0,2,NorthBlock
0.02175903,0,2,NorthBlock
0.02175903,0,2,Rabbit
0.02197266,0,2,NorthBlock
0.02052307,0,2,NorthBlock
0.02093506,0,2,NorthBlock
0.03337097,0,2,NorthBlock
0.01321411,0,2,NorthBlock
0.01882935,0,2,NorthBlock
0.02311707,0,2,NorthBlock
0.01318359,0,2,NorthBlock
0.01531982,0,2,NorthBlock
0.01531982,0,2,Rabbit
0.02285767,0,2,NorthBlock
0.02049255,0,2,NorthBlock
0.01210022,0,2,NorthBlock
0.0209198,0,2,NorthBlock
0.0199585,0,2,NorthBlock
0.02148438,0,2,NorthBlock
0.02026367,0,2,NorthBlock
0.01092529,0,2,NorthBlock
0.01133728,0,2,NorthBlock
0.02296448,0,2,NorthBlock
0.02087402,0,2,NorthBlock
