4/12/2022 6:19:54 PM
Time,Path,Invisibility,x_pos,y_pos,z_pos,target_x,target_y,target_z,target_visible
0.02212524,0,1,-3.027978,1.604105,-2.834847,-3,0,3,True
0.02056885,0,1,-3.030369,1.600694,-2.833493,-3,0,3,True
0.01335907,0,1,-3.035214,1.59864,-2.826766,-3,0,3,True
0.02013397,0,1,-3.041934,1.595579,-2.811149,-3,0,3,True
0.02134705,0,1,-3.04901,1.59134,-2.794865,-3,0,3,True
0.0128479,0,1,-3.052907,1.58508,-2.771362,-3,0,3,True
0.02323914,0,1,-3.050651,1.573602,-2.735437,-3,0,3,True
0.02069092,0,1,-3.041091,1.558895,-2.681863,-3,0,3,True
0.02281189,0,1,-3.025912,1.546348,-2.618716,-3,0,3,True
0.01300049,0,1,-3.007916,1.542816,-2.556331,-3,0,3,True
0.02024841,0,1,-2.982882,1.555874,-2.471803,-3,0,3,True
0.1631775,0,1,-2.958047,1.565043,-2.373657,-3,0,3,True
0.01385498,0,1,-2.94778,1.569438,-2.301328,-3,0,3,True
0.02124023,0,1,-2.946099,1.57048,-2.238003,-3,0,3,True
0.02175903,0,1,-2.952182,1.564713,-2.172707,-3,0,3,True
0.06948853,0,1,-2.96549,1.564153,-2.09142,-2.962249,0,2.996225,True
0.1769867,0,1,-2.976368,1.57285,-2.01949,-2.874722,0,2.987472,True
0.2801514,0,1,-2.981613,1.577978,-1.940339,-2.794446,0,2.979445,True
0.3895264,0,1,-2.978033,1.576563,-1.872038,-2.708206,0,2.970821,True
0.5014496,0,1,-2.966306,1.575837,-1.799879,-2.619233,0,2.961923,True
0.6037445,0,1,-2.945527,1.567101,-1.737828,-2.535447,0,2.953545,True
0.7129517,0,1,-2.910577,1.558545,-1.66775,-2.441506,0,2.944151,True
0.8227844,0,1,-2.867513,1.565627,-1.584747,-2.362882,0,2.936288,True
0.9264679,0,1,-2.828708,1.576464,-1.508783,-2.272768,0,2.927277,True
1.036362,0,1,-2.786288,1.578143,-1.418262,-2.194727,0,2.919473,True
1.146393,0,1,-2.741731,1.573062,-1.325486,-2.103531,0,2.910353,True
1.255829,0,1,-2.695794,1.557267,-1.220232,-2.017668,0,2.901767,True
1.357529,0,1,-2.657914,1.540915,-1.11101,-1.935983,0,2.893598,True
1.466476,0,1,-2.610727,1.550912,-0.9920875,-1.849476,0,2.884948,True
1.570084,0,1,-2.562915,1.567895,-0.9046265,-1.760418,0,2.876042,True
1.676926,0,1,-2.508983,1.574196,-0.8238026,-1.680798,0,2.86808,True
1.780411,0,1,-2.440405,1.5688,-0.7351085,-1.594668,0,2.859467,True
1.889282,0,1,-2.356653,1.551299,-0.656499,-1.513457,0,2.851346,True
1.999603,0,1,-2.263273,1.551981,-0.5733477,-1.423537,0,2.842354,True
2.110748,0,1,-2.174019,1.577142,-0.4898831,-1.336981,0,2.833698,True
2.225815,0,1,-2.091016,1.585009,-0.403596,-1.249854,0,2.824986,True
2.337479,0,1,-2.007774,1.574884,-0.3074747,-1.151322,0,2.815132,True
2.44368,0,1,-1.925244,1.549357,-0.2012216,-1.071787,0,2.807179,True
2.553909,0,1,-1.847937,1.537819,-0.09249748,-0.9820131,0,2.798201,True
2.655426,0,1,-1.758345,1.555932,0.0169972,-0.9036807,0,2.790368,True
2.758072,0,1,-1.667639,1.57091,0.1002058,-0.816044,0,2.781604,True
2.866913,0,1,-1.561783,1.564329,0.1860756,-0.7367885,0,2.773679,True
2.980225,0,1,-1.449267,1.543678,0.2742704,-0.6454593,0,2.764546,True
3.099594,0,1,-1.306446,1.524133,0.3696955,-0.5493444,0,2.754935,True
3.20018,0,1,-1.18996,1.544045,0.4500998,-0.4713764,0,2.747138,True
3.301559,0,1,-1.080605,1.56415,0.536302,-0.3910519,0,2.739105,True
3.402084,0,1,-0.9739537,1.561776,0.6231345,-0.3035732,0,2.730357,True
3.502487,0,1,-0.8671908,1.54044,0.7151459,-0.2297349,0,2.722974,True
3.60965,0,1,-0.7462058,1.515608,0.8203624,-0.1441753,0,2.714417,True
3.721466,0,1,-0.620985,1.527028,0.9200476,-0.05440089,0,2.70544,True
3.832138,0,1,-0.4964294,1.549509,0.9996132,0.03446254,0,2.696554,True
3.935181,0,1,-0.3853035,1.549207,1.069885,0.1215404,0,2.687846,True
4.042419,0,1,-0.2575784,1.529851,1.145965,0.2028002,0,2.67972,True
4.145081,0,1,-0.1337986,1.506888,1.209844,0.2823108,0,2.671769,True
