Time, Path, Visible, Target
0.02005768,0,1,NorthBlock
0.02190399,0,1,NorthBlock
0.01901245,0,1,NorthBlock
0.01951599,0,1,NorthBlock
0.02014923,0,1,Rabbit
0.01925659,0,1,Rabbit
0.02084351,0,1,NorthBlock
0.01339722,0,1,NorthBlock
0.01898956,0,1,NorthBlock
0.0210495,0,1,Rabbit
0.01208496,0,1,Rabbit
0.01969147,0,1,NorthBlock
0.01958466,0,1,Rabbit
0.02173615,0,1,Rabbit
0.0176239,0,1,NorthBlock
0.02281952,0,1,Rabbit
0.01921844,0,1,Rabbit
0.01314545,0,1,Rabbit
0.02182007,0,1,Rabbit
0.01261139,0,1,Rabbit
0.01256561,0,1,Rabbit
0.01141357,0,1,Rabbit
0.03038788,0,1,Rabbit
0.03038788,0,1,NorthBlock
0.02109528,0,1,NorthBlock
0.02414703,0,1,Rabbit
0.0133667,0,1,Rabbit
0.02298737,0,1,Rabbit
0.0224762,0,1,NorthBlock
0.01948547,0,1,Rabbit
0.01467133,0,1,Rabbit
0.02017975,0,1,Rabbit
0.01304626,0,1,Rabbit
0.02042389,0,1,NorthBlock
0.02289581,0,1,Rabbit
0.02119446,0,1,Rabbit
0.01875305,0,1,Rabbit
0.0202713,0,1,Rabbit
0.03009033,0,1,Rabbit
0.02183533,0,1,Rabbit
0.02263641,0,1,Rabbit
0.02380371,0,1,Rabbit
0.02380371,0,1,NorthBlock
0.020401,0,1,NorthBlock
0.02173615,0,1,NorthBlock
0.02109528,0,1,NorthBlock
0.02021027,0,1,NorthBlock
0.02232361,0,1,NorthBlock
0.02046204,0,1,NorthBlock
0.02222443,0,1,NorthBlock
0.02020264,0,1,NorthBlock
0.02104187,0,1,SouthBlock
0.02272034,0,1,SouthBlock
0.01236725,0,1,SouthBlock
0.02400208,0,1,Rabbit
0.02397919,0,1,Rabbit
0.02060699,0,1,NorthBlock
0.02055359,0,1,Rabbit
0.02280426,0,1,NorthBlock
0.02406311,0,1,NorthBlock
0.02406311,0,1,Rabbit
0.01300812,0,1,NorthBlock
0.01135254,0,1,NorthBlock
0.01135254,0,1,Rabbit
0.01589203,0,1,NorthBlock
0.010849,0,1,Rabbit
0.01968384,0,1,Rabbit
0.01844025,0,1,NorthBlock
0.02172089,0,1,Rabbit
0.01370239,0,1,NorthBlock
0.02133942,0,1,NorthBlock
0.02119446,0,1,NorthBlock
0.01891327,0,1,NorthBlock
0.01373291,0,1,Rabbit
0.02180481,0,1,Rabbit
0.01993561,0,1,Rabbit
0.02098846,0,1,Rabbit
0.02244568,0,1,NorthBlock
0.0234375,0,1,Rabbit
0.02183533,0,1,Rabbit
0.02243042,0,1,NorthBlock
0.02280426,0,1,Rabbit
0.01959991,0,1,Rabbit
0.01869965,0,1,NorthBlock
0.01844025,0,1,Rabbit
